번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
111,공중화장실,장충체육관,서울특별시 중구 동호로 241,장충동2가 200-102,N,4,5,1,0,0,0,9,1,0,서울시설공단 서울월드컵경기장운영처,02-2128-2836,00:00~24:00,,,,공공기관,관광·체육시설,수세식,,Y,,,2021-05-13
112,공중화장실,에스씨 역전주유소,서울특별시 중구 퇴계로 15,남대문로5가 84-17,N,1,1,0,0,0,0,1,0,0,SC(주)역전주유소,02-752-6880,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
113,공중화장실,서남주유소,서울특별시 중구 통일로 30,봉래동1가 126-2,N,1,2,0,0,0,0,2,0,0,서남주유소,02-752-9475,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
114,공중화장실,세화주유소,서울특별시 중구 왕십리로 403,신당동 741,N,1,3,0,0,0,0,1,0,0,세화주유소,02-2234-3451,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
115,공중화장실,신당동주유소,서울특별시 중구 다산로 242,신당5동 101-9,N,1,2,0,0,0,0,1,0,0,신당동주유소,02-2252-6688,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
116,공중화장실,약수주유소,서울특별시 중구 다산로 173,다산동 336-5,N,2,1,0,0,0,0,2,0,0,약수주유소,02-2252-3345,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
117,공중화장실,서울석유 장충주유소,서울특별시 중구 장충단로 202,장충동1가 31-1,N,1,2,0,0,0,0,2,0,0,장충주유소,02-2279-9965,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
118,공중화장실,SK에너지 퇴계로주유소,서울특별시 중구 퇴계로 228,필동2가 51-1,N,1,2,0,0,0,0,1,0,0,주)중앙에너비스,070-8707-4562,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
119,공중화장실,초동주유소,서울특별시 중구 마른내로 31,초동 107-12,N,2,1,0,0,0,0,2,0,0,초동주유소,02-2266-6741,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
120,공중화장실,SK에너지 통일주유소,서울특별시 중구 동호로 296,장충동2가 186-106,N,1,2,0,0,0,0,1,0,0,통일주유소,02-2285-5151,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
121,공중화장실,필동주유소,서울특별시 중구 퇴계로 196,필동2가 3-1,N,1,1,0,0,0,0,1,0,0,필동주유소,02-2267-8025,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
122,공중화장실,현대오일뱅크 장원주유소,서울특별시 중구 동호로 203,다산동 357-6,N,1,1,0,0,0,0,1,0,0,현대장원주유소,02-2236-2759,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
123,공중화장실,화성주유소 장수에너지,서울특별시 중구 다산로 233,무학동 12-2,Y,1,1,0,0,0,0,0,0,0,화성주유소,02-2252-2210,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
124,개방화장실,대림상가,서울특별시 중구 을지로 157,산림동 207-2,N,5,5,0,0,0,0,3,0,0,대림상가 관리실,02-2278-5191,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
125,개방화장실,광희시장,서울특별시 중구 마장로1길 21,신당동 777,N,2,3,1,0,0,0,4,1,0,광희시장 관리팀,02-2238-4352,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
126,개방화장실,남평화시장,서울특별시 중구 장충단로 282-10,신당동 772,N,3,2,0,0,0,0,2,1,0,남평화시장 관리실,02-2257-0620,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
127,개방화장실,다산동 공동화장실,서울특별시 중구 청구로17길 29-1,신당동 402-32,Y,3,0,0,0,0,0,0,0,0,다산동 공동화장실,02-2253-3629,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
128,개방화장실,동평화시장,서울특별시 중구 청계천로 318,신당동 217-92,N,1,4,0,0,0,0,3,0,0,동평화시장 관리팀,02-2238-7791,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
129,개방화장실,동화상가,서울특별시 중구 청계천로 260-9,을지로6가 17-6,N,2,2,0,0,0,0,4,0,0,동화상가 관리실,02-2265-9611,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
130,개방화장실,반석교회,서울특별시 중구 창경궁로5다길 22,산림동 82-5,N,2,2,0,0,0,0,2,0,0,반석교회,02-2267-4679,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,여자화장실,,2021-05-13
131,개방화장실,방산시장 A동,서울특별시 중구 동호로37길 20,주교동 19-1,N,2,3,0,0,0,0,3,0,0,방산시장 A동 관리실,02-2268-6691,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
132,개방화장실,방산시장 B동,서울특별시 중구 동호로37길 20,주교동 19-1,N,1,4,1,0,0,0,5,0,0,방산시장 B동 관리실,02-2268-6691,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
133,개방화장실,본동상가,서울특별시 중구 남대문시장길 16-4,남창동 34-65,N,3,4,0,0,0,0,5,0,0,본동상가 시장상인운영회,02-752-1888,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
134,개방화장실,부르뎅아동복,서울특별시 중구 남대문시장8길 2,남창동 31-1,N,2,3,0,0,0,0,6,0,0,부르뎅아동복 관리실,02-755-5737,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
135,개방화장실,삼익패션타운,서울특별시 중구 남대문시장8길 7,남창동 5,N,3,3,1,0,0,0,4,0,0,삼익패션타운,02-756-7536,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
136,개방화장실,서울침례교회,서울특별시 중구 서애로 3,충무로5가 55-1,N,1,5,0,0,0,0,1,0,0,서울침례교회,02-2279-2895,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
137,개방화장실,세운청계상가,서울특별시 중구 청계천로 160,산림동 207-1,N,5,4,0,0,0,0,2,0,0,세운 청계상가 관리실,02-2264-8511,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
138,개방화장실,숭례문수입상가,서울특별시 중구 소월로3,남창동 51-1,N,4,4,0,0,0,0,4,0,0,숭례문수입상가 시장상인운영회,02-779-2951,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
139,개방화장실,신중부시장,서울특별시 중구 동호로33길 24,오장동 127-1,N,2,2,0,0,0,0,3,0,0,신중부시장,02-2273-0006,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
140,개방화장실,아트프라자,서울특별시 중구 마장로1길 28,신당동 213-67,N,1,2,0,0,0,0,6,0,0,아트프라자 관리실,02-2232-2000,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
141,개방화장실,제일평화시장,서울특별시 중구 마장로 13,신당동 775,N,3,4,0,0,0,0,6,0,0,제일평화시장 관리실,02-2252-6744,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
142,개방화장실,황학중앙시장,서울특별시 중구 퇴계로 85길 36,황학동 442,N,1,1,0,0,0,0,3,0,0,중앙시장 상가 운영회,02-2232-9559,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
143,개방화장실,청평화시장,서울특별시 중구 청계천로 334,신당동 217-91,N,4,3,0,0,0,0,8,0,0,청평화시장 관리실,02-2252-8036,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
144,개방화장실,충무로 진양상가,서울특별시 중구 퇴계로 217,충무로4가 120-3,N,1,1,0,0,0,0,1,0,0,충무로 진양상가,010-5002-0972,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
145,개방화장실,통일상가,서울특별시 중구 을지로35길 12,을지로5가 17-1,N,4,3,0,0,0,0,4,0,0,통일상가 관리팀,02-2269-1969,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
146,개방화장실,평화를만드는교회,서울특별시 중구 동호로17길 85-6,신당동 826-26,N,1,3,0,0,0,0,3,0,0,평화를만드는교회,010-5067-8683,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
147,개방화장실,평화시장-다동,서울특별시 중구 청계천로 274,을지로6가 17-84,N,1,3,0,0,0,0,3,0,0,평화시장-다동 환경과,02-2272-9935,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
148,개방화장실,평화시장-가동,서울특별시 중구 청계천로 274,을지로6가 17-84,N,3,3,0,0,0,0,5,0,0,평화시장-가동 환경과,02-2272-9935,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
149,개방화장실,CT센터타워빌딩,서울특별시 중구 수표로 34,저동2가 24-1,N,1,2,1,0,0,0,2,1,0,CT센터타워빌딩,010-8587-5746,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
150,개방화장실,YWCA,서울특별시 중구 명동길 73,명동1가 1-6,N,2,2,0,0,0,0,3,0,0,YWCA 관리팀,02-774-9702,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
151,개방화장실,금영빌딩,서울특별시 중구 다산로42길 93,신당동 154-42,N,0,1,0,0,0,0,1,0,0,금영빌딩,010-8991-9129,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
152,개방화장실,광화문빌딩,서울특별시 중구 세종대로21길 52,태평로1가 68,N,2,1,0,0,0,0,2,0,0,광화문빌딩 관리실,02-399-3220,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
153,개방화장실,매일경제,서울특별시 중구 퇴계로 190,필동1가 30-1,N,3,3,0,0,0,0,3,0,0,매일경제 관리실,02-2000-2561,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
154,개방화장실,소공빌딩,서울특별시 중구 남대문로7길 33,소공동 81,Y,1,2,0,0,0,0,1,0,0,소공빌딩,010-6234-4105,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
155,개방화장실,시그너스,서울특별시 중구 무교로 28,무교동 7,N,2,2,0,0,0,0,2,0,0,시그너스 관리팀,02-757-4361,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
156,개방화장실,시그니쳐타워,서울특별시 중구 청계천로 100,수표동 99,N,2,4,0,0,0,0,5,1,0,시그니쳐타워 관리팀,02-6020-0119,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
157,개방화장실,쌍림빌딩,서울특별시 중구 퇴계로 286,쌍림동 151-11,N,3,3,0,0,0,0,2,0,0,쌍림빌딩 총무부,02-2275-2122,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
158,개방화장실,오성빌딩,서울특별시 중구 을지로33길 18-1,주교동 250-1,N,1,2,0,0,0,0,2,0,0,오성빌딩 관리실,010-2285-5385,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
159,개방화장실,장교빌딩,서울특별시 중구 삼일대로 363,장교동 1,N,2,3,1,0,0,0,2,0,0,장교빌딩 관리실,02-778-4611,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
160,개방화장실,남산스퀘어,서울특별시 중구 퇴계로 173,충무로3가 60-1,N,2,3,0,0,0,0,2,0,0,남산스퀘어,02-2271-1278,00:00~24:00,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
161,개방화장실,최가빌딩,서울특별시 중구 충무로 67,을지로3가 175,N,2,2,0,0,0,0,1,0,0,최가빌딩,02-2274-8404,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
162,개방화장실,한림빌딩,서울특별시 중구 동호로 336,쌍림동 146-7,N,2,2,0,0,0,0,2,0,0,한림빌딩 관리실,02-2278-6857,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
163,개방화장실,한외빌딩,서울특별시 중구 다동길 43,다동 70,N,2,3,1,0,0,0,2,1,0,한외빌딩 관리팀,02-756-4533,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
164,개방화장실,한화빌딩,서울특별시 중구 소공로 109,소공동 110,N,3,4,1,0,0,0,3,0,0,한화빌딩 관리팀,02-789-5642,00:00~24:00,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
165,개방화장실,남산돈가스,서울특별시 중구 소파로 23,남창동 203-15,N,1,1,0,0,0,0,1,0,0,남산돈가스,02-777-1976,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
166,개방화장실,문화옥,서울특별시 중구 창경궁로 62-5,주교동 118-3,N,2,1,0,0,0,0,1,0,0,문화옥,02-2265-0322,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
167,개방화장실,미나미야마,서울특별시 중구 소파로 105,남산동2가 49-31,N,1,1,0,0,0,0,1,0,0,미나미야마,02-318-6696,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
168,개방화장실,뽀뽀치킨,서울특별시 중구 퇴계로 68-1,회현동1가 188,N,2,3,0,0,0,0,2,0,0,뽀뽀치킨,02-754-4984,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
169,개방화장실,오발탄,서울특별시 중구 퇴계로 205,필동2가 13-18,N,2,3,0,0,0,0,3,0,0,오발탄,02-2275-0110,정시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
170,개방화장실,진고개,서울특별시 중구 충무로 19-1,충무로3가 30-16,N,1,2,0,0,0,0,1,0,0,진고개,02-2267-0955,정시,,,,민간,기타,수세식,여자화장실,N,없음,,2021-05-13
171,개방화장실,sk리더스뷰남산상가,"서울특별시 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",서울특별시 중구 회현동1가 206 리더스뷰남산,N,7,7,0,0,0,0,8,0,0,sk리더스뷰남산 상가 관리사무실,070-7644-5316,상시,,,,민간,기타,수세식,없음,N,없음,,2021-05-13
172,공중화장실,롯데백화점 본점,서울특별시 중구 남대문로 81,,N,2,4,0,0,0,0,6,0,0,롯데백화점 시설안전팀,02-2118-5094,11:00~20:00,,,,민간,기타,수세식,없음,N,여자화장실,,2021-05-13
173,공중화장실,롯데백화점 에비뉴엘,서울특별시 중구 남대문로 81,,N,2,3,0,0,0,0,4,0,0,롯데백화점 시설안전팀,02-2118-5094,11:00~20:00,,,,민간,기타,수세식,없음,N,여자화장실,,2021-05-13
174,공중화장실,롯데백화점 영플라자,서울특별시 중구 남대문로 81,,N,2,3,0,0,0,0,3,0,0,롯데백화점 시설안전팀,02-2118-5094,11:00~20:00,,,,민간,기타,수세식,없음,N,여자화장실,,2021-05-13
175,공중화장실,신세계백화점 본점 신관,서울 중구 소공로 63,,N,3,4,1,0,0,0,5,1,0,신세계백화점 본점 신관,02-310-1042,11:00~20:00,,,,민간,기타,수세식,없음,Y,여자화장실,,2021-05-13
176,공중화장실,신세계백화점 본점 본관 2층,서울 중구 소공로 63,,N,2,2,1,0,0,0,4,1,1,신세계백화점 본점 본관,02-310-1042,11:00~20:00,,,,민간,기타,수세식,여자화장실,Y,여자화장실,,2021-05-13
177,공중화장실,광희동 공중화장실,서울특별시 중구 마른내로 166,광희동1가 202-1,N,2,4,1,0,0,0,4,1,0,중구시설관리공단,02-2280-8384,00:00~24:00,,,,지방자치단체,공공용시설,수세식,여자화장실,Y,여자화장실,,2021-05-13
178,공중화장실,남대문시장 공중화장실,서울특별시 중구 남대문시장4길 28-16,남창동 51-1,N,0,2,1,0,0,0,1,1,0,중구시설관리공단,02-2280-8384,00:00~24:00,,,,지방자치단체,공공용시설,수세식,여자화장실,Y,여자화장실,,2021-05-13
179,공중화장실,명동지하상가,서울특별시 중구 남대문로 지하72,남대문로2가 9-9,N,3,5,1,0,0,0,9,1,0,서울시설공단 상가운영처,02-2290-6540,00:00~24:00,,,,공공기관,상업시설,수세식,,Y,,,2021-05-13
180,공중화장실,SK에너지 퇴계로주유소,서울특별시 중구 퇴계로 228,필동2가 51-1,N,1,2,0,0,0,0,1,0,0,주)중앙에너비스,070-8707-4562,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
181,공중화장실,초동주유소,서울특별시 중구 마른내로 31,초동 107-12,N,2,1,0,0,0,0,2,0,0,초동주유소,02-2266-6741,정시,,,,민간,주유소·충전소,수세식,없음,N,없음,,2021-05-13
182,공중화장실,동대입구역(3) 화장실,서울특별시 중구 동호로 지하 256,장충동2가 199-3,N,4,4,2,0,1,1,8,2,2,서울교통공사,02-6110-3321,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,,,2021-05-13
183,공중화장실,약수역(3) 화장실,서울특별시 중구 다산로 지하 122,신당동 369-44,N,6,5,2,1,1,0,9,2,0,서울교통공사,02-6110-3331,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,,,2021-05-13
184,공중화장실,동대문역사문화공원역(4)(지하1층) 화장실,서울특별시 중구 장충단로 지하 230,광희동2가 9,N,3,5,2,0,1,0,12,2,1,서울교통공사,02-6110-4221,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,,,2021-05-13
185,공중화장실,동대문역사문화공원역(4)(지하2층) 화장실,서울특별시 중구 장충단로 지하 230,광희동2가 9,N,3,5,2,0,1,0,12,2,1,서울교통공사,02-6110-4221,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,,,2021-05-13
186,공중화장실,충무로역(4) 화장실,서울특별시 중구 퇴계로 지하 199,필동2가 16-2,N,6,5,2,0,0,1,14,2,1,서울교통공사,02-6110-4231,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,여자화장실,,2021-05-13
187,공중화장실,명동역(4),서울특별시 중구 퇴계로 지하 126,충무로2가 109-2,N,4,5,1,0,0,0,9,1,0,서울교통공사,02-6110-4241,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,,,2021-05-13
188,공중화장실,회현역(4),서울특별시 중구 퇴계로 지하 54,남창동 64-1,N,4,4,2,1,1,1,8,2,2,서울교통공사,02-6110-4251,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,,,2021-05-13
189,공중화장실,을지로4가역(5) 화장실,서울특별시 중구 창경궁로 지하 51,을지로4가 192,N,3,4,1,0,1,0,7,1,1,서울교통공사,02-6311-5351,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,,,2021-05-13
190,공중화장실,동대문역사문화공원역(5) 화장실,서울특별시 중구 마른내로 지하 162,광희동1가 235-6,N,4,4,1,0,1,0,10,1,1,서울교통공사,02-6311-5361,05:00~24:00,,,,공공기관,교통시설,수세식,,Y,,,2021-05-13
